"# Channel 1"
"# Trace 1"
Frequency, Formatted Data, Formatted Data
+3.63500000000E+007, +2.26783568494E+001, +0.00000000000E+000
+3.68250000000E+007, +2.26508676376E+001, +0.00000000000E+000
+3.73000000000E+007, +2.26221200348E+001, +0.00000000000E+000
+3.77750000000E+007, +2.25929933729E+001, +0.00000000000E+000
+3.82500000000E+007, +2.25628983576E+001, +0.00000000000E+000
+3.87250000000E+007, +2.25362736481E+001, +0.00000000000E+000
+3.92000000000E+007, +2.25045561548E+001, +0.00000000000E+000
+3.96750000000E+007, +2.24764368094E+001, +0.00000000000E+000
+4.01500000000E+007, +2.24453165669E+001, +0.00000000000E+000
+4.06250000000E+007, +2.24137355725E+001, +0.00000000000E+000
+4.11000000000E+007, +2.23827371966E+001, +0.00000000000E+000
+4.15750000000E+007, +2.23510789904E+001, +0.00000000000E+000
+4.20500000000E+007, +2.23197722948E+001, +0.00000000000E+000
+4.25250000000E+007, +2.22895495166E+001, +0.00000000000E+000
+4.30000000000E+007, +2.22556524418E+001, +0.00000000000E+000
+4.34750000000E+007, +2.22266382295E+001, +0.00000000000E+000
+4.39500000000E+007, +2.21947512451E+001, +0.00000000000E+000
+4.44250000000E+007, +2.21601470553E+001, +0.00000000000E+000
+4.49000000000E+007, +2.21276130964E+001, +0.00000000000E+000
+4.53750000000E+007, +2.20940740717E+001, +0.00000000000E+000
+4.58500000000E+007, +2.20626591966E+001, +0.00000000000E+000
+4.63250000000E+007, +2.20271437949E+001, +0.00000000000E+000
+4.68000000000E+007, +2.19926061184E+001, +0.00000000000E+000
+4.72750000000E+007, +2.19633572148E+001, +0.00000000000E+000
+4.77500000000E+007, +2.19242858356E+001, +0.00000000000E+000
+4.82250000000E+007, +2.19393976955E+001, +0.00000000000E+000
+4.87000000000E+007, +2.19067572628E+001, +0.00000000000E+000
+4.91750000000E+007, +2.18747155421E+001, +0.00000000000E+000
+4.96500000000E+007, +2.18425690046E+001, +0.00000000000E+000
+5.01250000000E+007, +2.18048512625E+001, +0.00000000000E+000
+5.06000000000E+007, +2.17745286068E+001, +0.00000000000E+000
+5.10750000000E+007, +2.17375912121E+001, +0.00000000000E+000
+5.15500000000E+007, +2.17033644128E+001, +0.00000000000E+000
+5.20250000000E+007, +2.16682038998E+001, +0.00000000000E+000
+5.25000000000E+007, +2.15814337048E+001, +0.00000000000E+000
+5.29750000000E+007, +2.15480831772E+001, +0.00000000000E+000
+5.34500000000E+007, +2.15147522093E+001, +0.00000000000E+000
+5.39250000000E+007, +2.14791215028E+001, +0.00000000000E+000
+5.44000000000E+007, +2.14464951468E+001, +0.00000000000E+000
+5.48750000000E+007, +2.14163858678E+001, +0.00000000000E+000
+5.53500000000E+007, +2.13806201768E+001, +0.00000000000E+000
+5.58250000000E+007, +2.13422169120E+001, +0.00000000000E+000
+5.63000000000E+007, +2.13085776684E+001, +0.00000000000E+000
+5.67750000000E+007, +2.12696002946E+001, +0.00000000000E+000
+5.72500000000E+007, +2.12314046468E+001, +0.00000000000E+000
+5.77250000000E+007, +2.11951181654E+001, +0.00000000000E+000
+5.82000000000E+007, +2.11587459287E+001, +0.00000000000E+000
+5.86750000000E+007, +2.11249417955E+001, +0.00000000000E+000
+5.91500000000E+007, +2.10868139461E+001, +0.00000000000E+000
+5.96250000000E+007, +2.10474409418E+001, +0.00000000000E+000
+6.01000000000E+007, +2.10154113217E+001, +0.00000000000E+000
+6.05750000000E+007, +2.09798705454E+001, +0.00000000000E+000
+6.10500000000E+007, +2.09469808884E+001, +0.00000000000E+000
+6.15250000000E+007, +2.09109927831E+001, +0.00000000000E+000
+6.20000000000E+007, +2.08720939483E+001, +0.00000000000E+000
+6.24750000000E+007, +2.08392978924E+001, +0.00000000000E+000
+6.29500000000E+007, +2.08018809877E+001, +0.00000000000E+000
+6.34250000000E+007, +2.07659110735E+001, +0.00000000000E+000
+6.39000000000E+007, +2.07317727849E+001, +0.00000000000E+000
+6.43750000000E+007, +2.06896825554E+001, +0.00000000000E+000
+6.48500000000E+007, +2.06521275451E+001, +0.00000000000E+000
+6.53250000000E+007, +2.06099329240E+001, +0.00000000000E+000
+6.58000000000E+007, +2.05694300711E+001, +0.00000000000E+000
+6.62750000000E+007, +2.05284044478E+001, +0.00000000000E+000
+6.67500000000E+007, +2.04836718890E+001, +0.00000000000E+000
+6.72250000000E+007, +2.04392386681E+001, +0.00000000000E+000
+6.77000000000E+007, +2.03986536586E+001, +0.00000000000E+000
+6.81750000000E+007, +2.03539601382E+001, +0.00000000000E+000
+6.86500000000E+007, +2.03133497054E+001, +0.00000000000E+000
+6.91250000000E+007, +2.02684624128E+001, +0.00000000000E+000
+6.96000000000E+007, +2.02284338591E+001, +0.00000000000E+000
+7.00750000000E+007, +2.01817373690E+001, +0.00000000000E+000
+7.05500000000E+007, +2.01359826812E+001, +0.00000000000E+000
+7.10250000000E+007, +2.00975861339E+001, +0.00000000000E+000
+7.15000000000E+007, +2.00585193167E+001, +0.00000000000E+000
+7.19750000000E+007, +2.00181485375E+001, +0.00000000000E+000
+7.24500000000E+007, +1.99787639833E+001, +0.00000000000E+000
+7.29250000000E+007, +1.99357039060E+001, +0.00000000000E+000
+7.34000000000E+007, +1.98952030157E+001, +0.00000000000E+000
+7.38750000000E+007, +1.98511059272E+001, +0.00000000000E+000
+7.43500000000E+007, +1.98141828900E+001, +0.00000000000E+000
+7.48250000000E+007, +1.97711286389E+001, +0.00000000000E+000
+7.53000000000E+007, +1.97209430768E+001, +0.00000000000E+000
+7.57750000000E+007, +1.96753737105E+001, +0.00000000000E+000
+7.62500000000E+007, +1.96263472416E+001, +0.00000000000E+000
+7.67250000000E+007, +1.95739752455E+001, +0.00000000000E+000
+7.72000000000E+007, +1.95307884191E+001, +0.00000000000E+000
+7.76750000000E+007, +1.94832342071E+001, +0.00000000000E+000
+7.81500000000E+007, +1.94367848903E+001, +0.00000000000E+000
+7.86250000000E+007, +1.93896410721E+001, +0.00000000000E+000
+7.91000000000E+007, +1.93398789613E+001, +0.00000000000E+000
+7.95750000000E+007, +1.92930039486E+001, +0.00000000000E+000
+8.00500000000E+007, +1.92484249909E+001, +0.00000000000E+000
+8.05250000000E+007, +1.92062111504E+001, +0.00000000000E+000
+8.10000000000E+007, +1.91621858824E+001, +0.00000000000E+000
+8.14750000000E+007, +1.91120788146E+001, +0.00000000000E+000
+8.19500000000E+007, +1.90594222090E+001, +0.00000000000E+000
+8.24250000000E+007, +1.90074593113E+001, +0.00000000000E+000
+8.29000000000E+007, +1.89587502539E+001, +0.00000000000E+000
+8.33750000000E+007, +1.89142128008E+001, +0.00000000000E+000
+8.38500000000E+007, +1.88673314561E+001, +0.00000000000E+000
+8.43250000000E+007, +1.88158576496E+001, +0.00000000000E+000
+8.48000000000E+007, +1.87588408414E+001, +0.00000000000E+000
+8.52750000000E+007, +1.87095696996E+001, +0.00000000000E+000
+8.57500000000E+007, +1.86594599129E+001, +0.00000000000E+000
+8.62250000000E+007, +1.86132031941E+001, +0.00000000000E+000
+8.67000000000E+007, +1.85631638442E+001, +0.00000000000E+000
+8.71750000000E+007, +1.85083293543E+001, +0.00000000000E+000
+8.76500000000E+007, +1.84545485987E+001, +0.00000000000E+000
+8.81250000000E+007, +1.83980999387E+001, +0.00000000000E+000
+8.86000000000E+007, +1.83428288580E+001, +0.00000000000E+000
+8.90750000000E+007, +1.82916117974E+001, +0.00000000000E+000
+8.95500000000E+007, +1.82360803138E+001, +0.00000000000E+000
+9.00250000000E+007, +1.81807532609E+001, +0.00000000000E+000
+9.05000000000E+007, +1.81208259986E+001, +0.00000000000E+000
+9.09750000000E+007, +1.80634735801E+001, +0.00000000000E+000
+9.14500000000E+007, +1.80113980151E+001, +0.00000000000E+000
+9.19250000000E+007, +1.79568982080E+001, +0.00000000000E+000
+9.24000000000E+007, +1.79025621606E+001, +0.00000000000E+000
+9.28750000000E+007, +1.78428179419E+001, +0.00000000000E+000
+9.33500000000E+007, +1.77855049340E+001, +0.00000000000E+000
+9.38250000000E+007, +1.77261235522E+001, +0.00000000000E+000
+9.43000000000E+007, +1.76644312541E+001, +0.00000000000E+000
+9.47750000000E+007, +1.76066073783E+001, +0.00000000000E+000
+9.52500000000E+007, +1.75456166432E+001, +0.00000000000E+000
+9.57250000000E+007, +1.74770850622E+001, +0.00000000000E+000
+9.62000000000E+007, +1.74059372478E+001, +0.00000000000E+000
+9.66750000000E+007, +1.73366428529E+001, +0.00000000000E+000
+9.71500000000E+007, +1.72674739565E+001, +0.00000000000E+000
+9.76250000000E+007, +1.71927792546E+001, +0.00000000000E+000
+9.81000000000E+007, +1.71153332555E+001, +0.00000000000E+000
+9.85750000000E+007, +1.70380511649E+001, +0.00000000000E+000
+9.90500000000E+007, +1.69582287651E+001, +0.00000000000E+000
+9.95250000000E+007, +1.68802264397E+001, +0.00000000000E+000
+1.00000000000E+008, +1.67832389790E+001, +0.00000000000E+000
